libId,BAD_CYCLES,MEAN_READ_LENGTH,PCT_ADAPTER,PCT_CHIMERAS,PCT_PF_READS,PCT_PF_READS_ALIGNED,PCT_READS_ALIGNED_IN_PAIRS,PF_ALIGNED_BASES,PF_HQ_ALIGNED_BASES,PF_HQ_ALIGNED_Q20_BASES,PF_HQ_ALIGNED_READS,PF_HQ_ERROR_RATE,PF_HQ_MEDIAN_MISMATCHES,PF_INDEL_RATE,PF_MISMATCH_RATE,PF_NOISE_READS,PF_READS,PF_READS_ALIGNED,READS_ALIGNED_IN_PAIRS,STRAND_BALANCE,TOTAL_READS,CODING_BASES,CORRECT_STRAND_READS,IGNORED_READS,INCORRECT_STRAND_READS,INTERGENIC_BASES,INTRONIC_BASES,MEDIAN_3PRIME_BIAS,MEDIAN_5PRIME_BIAS,MEDIAN_5PRIME_TO_3PRIME_BIAS,MEDIAN_CV_COVERAGE,PCT_CODING_BASES,PCT_CORRECT_STRAND_READS,PCT_INTERGENIC_BASES,PCT_INTRONIC_BASES,PCT_MRNA_BASES,PCT_RIBOSOMAL_BASES,PCT_USABLE_BASES,PCT_UTR_BASES,PF_ALIGNED_BASES,PF_BASES,RIBOSOMAL_BASES,UTR_BASES,fastq_total_reads,reads_aligned_sam,aligned,reads_with_mult_align,algn_seg_with_mult_algn,no_feature,ambiguous,too_low_aQual,not_aligned,alignment_not_unique,PERCENT_DUPLICATION,READ_PAIRS_EXAMINED,READ_PAIR_DUPLICATES,READ_PAIR_OPTICAL_DUPLICATES,UNMAPPED_READS,UNPAIRED_READS_EXAMINED,UNPAIRED_READ_DUPLICATES,mapped_reads_w_dups
lib12399_C95GDANXX,0,55.642188,0,0,1,1,0,647883028,543190177,533786350,9763024,0.002959,0,0.00006,0.003001,0,11644022,11644022,0,0.475394,11644022,204935410,21877,0,5771695,50184213,46817694,1.64956,0.035214,0.022698,1.060269,0.316315,0.003776,0.077459,0.072263,0.835198,0.01508,0.835178,0.518883,647883028,647898867,9770368,336175492,12344494,11644025,94.3%,1880999,16.2%,649824,176247,0,0,9444148,0.803306,0,0,0,0,11644022,9353710,0.943256
lib12400_C95GDANXX,0,55.653723,0,0,1,1,0,1019601689,915021493,899597193,16441915,0.002991,0,0.000041,0.00307,0,18320818,18320818,0,0.46987,18320818,407506564,48298,0,9823258,45433970,110152552,0.904797,0.129268,0.19073,0.664101,0.399672,0.004893,0.044561,0.108035,0.830682,0.016722,0.830666,0.43101,1019601689,1019621738,17050255,439458583,19487015,18320821,94.0%,1878904,10.3%,2040260,261394,0,0,7791403,0.743262,0,0,0,0,18320818,13617160,0.940155
lib12401_C95GDANXX,0,55.711705,0,0,1,1,0,93802363,67513585,66402477,1211519,0.002235,0,0.000022,0.002214,0,1683728,1683728,0,0.06625,1683728,59051465,29705,0,1049388,5185951,6447904,0.971846,0.029162,0.097372,1.144109,0.629531,0.027528,0.055286,0.068739,0.738661,0.137316,0.738653,0.10913,93802363,93803358,12880545,10236679,2417124,1683731,69.7%,472210,28.0%,53008,15907,0,0,1522818,0.913746,0,0,0,0,1683728,1538500,0.696583
lib12402_C95GDANXX,0,55.638384,0,0,1,1,0,558834496,501495604,492913872,9013783,0.003025,0,0.000035,0.003114,0,10044213,10044213,0,0.468776,10044213,245448896,25247,0,5527236,24282742,52451275,0.862121,0.191216,0.26267,0.620012,0.439216,0.004547,0.043452,0.093858,0.846468,0.016222,0.846454,0.407252,558834496,558843784,9065346,227586385,10614572,10044216,94.6%,1030431,10.3%,960135,156454,0,0,4284227,0.635672,0,0,0,0,10044213,6384824,0.946266
lib12403_C95GDANXX,0,55.635347,0,0,1,1,0,246103410,214834799,210978255,3861823,0.003225,0,0.000054,0.003358,0,4423674,4423674,0,0.453948,4423674,94417830,12850,0,2476101,11980947,27142071,0.990002,0.140649,0.172388,0.675445,0.383651,0.005163,0.048683,0.110287,0.824068,0.016963,0.824037,0.440417,246103410,246112636,4174690,108388197,4743282,4423677,93.3%,561852,12.7%,464816,82872,0,0,2421373,0.583559,0,0,0,0,4423674,2581475,0.932619
lib12404_C95GDANXX,0,55.635877,0,0,1,1,0,241184370,193629534,190161021,3480964,0.002933,0,0.000043,0.002928,0,4335173,4335173,0,0.408301,4335173,82167128,15443,0,1996926,29614592,42823523,0.843962,0.198089,0.252985,0.624266,0.340682,0.007674,0.122788,0.177555,0.683374,0.016284,0.683355,0.342692,241184370,241191153,3927431,82651982,4867393,4335176,89.1%,854210,19.7%,673331,56375,0,0,5138624,0.586791,0,0,0,0,4335173,2543842,0.890656
lib12405_C95GDANXX,0,55.635363,0,0,1,1,0,565735346,495966473,487349491,8915115,0.003626,0,0.000033,0.003727,0,10168773,10168773,0,0.446956,10168773,235887030,38645,0,5740293,32239754,51583170,0.981865,0.153135,0.182275,0.653652,0.416957,0.006687,0.056987,0.091179,0.835172,0.016662,0.835161,0.418216,565735346,565743379,9426003,236599532,10867934,10168776,93.6%,1253659,12.3%,905789,172581,0,0,5675866,0.610554,0,0,0,0,10168773,6208588,0.935668
lib12406_C95GDANXX,0,55.633375,0,0,1,1,0,538193308,486824621,478336023,8750734,0.003776,0,0.000039,0.003893,0,9674085,9674085,0,0.487817,9674085,229989977,23208,0,5253149,22234244,65919188,0.893968,0.179143,0.24819,0.59666,0.427337,0.004398,0.041313,0.122482,0.826366,0.009839,0.826352,0.399029,538193308,538201995,5295408,214754558,10210499,9674088,94.7%,923352,9.5%,1204219,147141,0,0,3835342,0.606047,0,0,0,0,9674085,5862953,0.947464
lib12407_C95GDANXX,0,55.622259,0,0,1,1,0,596288520,504859457,494642840,9077517,0.003514,0,0.000047,0.003599,0,10720535,10720535,0,0.460368,10720535,220484948,25735,0,5794647,41683187,64178482,1.004892,0.125012,0.140975,0.697521,0.369762,0.004422,0.069904,0.10763,0.80926,0.013206,0.809244,0.439498,596288520,596300376,7874325,262067706,12034004,10720538,89.1%,1643019,15.3%,1048208,167848,0,0,8117432,0.655645,0,0,0,0,10720535,7028861,0.890854
lib12408_C95GDANXX,0,55.63813,0,0,1,1,0,596369176,515494350,506529188,9265773,0.003859,0,0.000032,0.003949,0,10718869,10718869,0,0.439568,10718869,239946741,41249,0,6008950,37776681,57777073,1.049307,0.12894,0.142252,0.708728,0.402346,0.006818,0.063344,0.096881,0.820348,0.019427,0.820336,0.418002,596369176,596377829,11585470,249283334,11776305,10718872,91.0%,1453097,13.6%,975618,193478,0,0,6840096,0.651554,0,0,0,0,10718869,6983925,0.910206
lib12409_C95GDANXX,0,55.643457,0,0,1,1,0,218200623,183019904,179864211,3289535,0.003687,0,0.000029,0.003732,0,3921455,3921455,0,0.417772,3921455,81648746,19178,0,2066145,19210489,26162612,0.979462,0.155694,0.181583,0.732904,0.374191,0.009197,0.08804,0.119902,0.773468,0.01859,0.773458,0.399277,218200623,218203313,4056416,87122428,4765684,3921458,82.3%,631921,16.1%,448404,61851,0,0,3255823,0.547866,0,0,0,0,3921455,2148433,0.822853
lib12410_C95GDANXX,0,55.630841,0,0,1,1,0,711322486,631989332,620923954,11361007,0.003671,0,0.000036,0.003814,0,12786716,12786716,0,0.472529,12786716,313594089,25522,0,7071627,27612470,67772579,0.888829,0.158023,0.216586,0.631768,0.440861,0.003596,0.038818,0.095277,0.853585,0.01232,0.853569,0.412724,711322486,711335759,8763547,293579903,13469955,12786719,94.9%,1425710,11.1%,1158702,269370,0,0,5939602,0.687407,0,0,0,0,12786716,8789682,0.949277
lib12411_C95GDANXX,0,55.634846,0,0,1,1,0,503892748,450437458,442331138,8096763,0.003188,0,0.000053,0.00331,0,9057477,9057477,0,0.476169,9057477,205093798,22933,0,4953288,21838525,63166717,0.86111,0.157584,0.198514,0.58921,0.407019,0.004609,0.04334,0.125357,0.821973,0.00933,0.821943,0.414955,503892748,503911339,4701462,209092624,9503887,9057480,95.3%,960715,10.6%,1119956,148814,0,0,4114608,0.588501,0,0,0,0,9057477,5330336,0.953029
lib12412_C95GDANXX,0,55.632205,0,0,1,1,0,470945078,418591641,411129787,7524609,0.003278,0,0.000047,0.003401,0,8465582,8465582,0,0.45554,8465582,198404700,32053,0,4698605,21445142,50612836,0.942278,0.171808,0.213778,0.585732,0.421291,0.006776,0.045536,0.107471,0.83798,0.009014,0.837955,0.416689,470945078,470958995,4245013,196237674,8980235,8465585,94.3%,940974,11.1%,900007,163452,0,0,3945030,0.553812,0,0,0,0,8465582,4688339,0.942690
lib12413_C95GDANXX,0,55.636121,0,0,1,1,0,778171174,679115792,667414251,12207160,0.00391,0,0.000038,0.004026,0,13987024,13987024,0,0.453708,13987024,324338454,49424,0,7939399,37753843,75924232,0.935174,0.160188,0.214817,0.645578,0.416796,0.006187,0.048516,0.097568,0.841286,0.012631,0.841272,0.42449,778171174,778183766,9829062,330325757,14898544,13987027,93.9%,1779865,12.7%,1334160,286829,0,0,7411095,0.675084,0,0,0,0,13987024,9442412,0.938818
lib12414_C95GDANXX,0,55.635538,0,0,1,1,0,565876842,495121982,486610327,8899715,0.003757,0,0.000044,0.003908,0,10171376,10171376,0,0.44596,10171376,241185406,34654,0,5895671,23815370,32135392,1.098155,0.092117,0.108073,0.763097,0.426215,0.005844,0.042086,0.056789,0.886188,0.014938,0.886167,0.459972,565876842,565889975,8453088,260287702,10978638,10171379,92.6%,1271662,12.5%,510155,219648,0,0,5121548,0.693949,0,0,0,0,10171376,7058416,0.926470
lib12415_C95GDANXX,0,55.630618,0,0,1,1,0,409075511,361199144,354842331,6493208,0.003583,0,0.000036,0.003717,0,7353561,7353561,0,0.458613,7353561,160212753,22288,0,4043037,18479433,41055946,1.013621,0.121743,0.151297,0.693002,0.391646,0.005482,0.045174,0.100363,0.836083,0.018381,0.836067,0.444437,409075511,409083143,7519292,181808201,7829344,7353564,93.9%,860354,11.7%,732466,138784,0,0,3539410,0.607305,0,0,0,0,7353561,4465854,0.939231
lib12416_C95GDANXX,0,55.642249,0,0,1,1,0,863333908,749011158,735930040,13462101,0.003615,0,0.000034,0.003731,0,15516034,15516034,0,0.426891,15516034,346296650,62825,0,8649077,53154740,74748748,0.992853,0.155945,0.188461,0.698288,0.401116,0.007211,0.061569,0.086582,0.8273,0.02455,0.827288,0.426185,863333908,863347034,21194435,367939634,16661792,15516037,93.1%,2053934,13.2%,1354748,233739,0,0,9203638,0.721374,0,0,0,0,15516034,11192862,0.931234
lib12417_C95GDANXX,0,55.572762,0,0,1,1,0,720597,605813,593288,10897,0.003306,0,0.000054,0.003848,0,12967,12967,0,0.434333,12967,208136,59,0,5714,117611,132899,0.762386,0.171082,0.251436,1.032504,0.288838,0.01022,0.163213,0.184429,0.642313,0.010044,0.6423,0.353475,720597,720612,7238,254713,260347,12970,5.0%,2071,16.0%,3130,155,0,0,11689,0.105036,0,0,0,0,12967,1362,0.049807
lib12418_C95GDANXX,0,55.62217,0,0,1,1,0,612814439,540958159,531448781,9726087,0.003401,0,0.00004,0.003509,0,11017639,11017639,0,0.458081,11017639,262230059,26134,0,6495103,26181956,43522232,0.885506,0.189925,0.244432,0.647549,0.427911,0.004008,0.042724,0.07102,0.873418,0.012838,0.873403,0.445507,612814439,612824989,7867175,273013140,11473013,11017642,96.0%,1291553,11.7%,762513,166927,0,0,5448291,0.695317,0,0,0,0,11017639,7660751,0.960309
lib12419_C95GDANXX,0,55.63184,0,0,1,1,0,438127959,381887110,374849620,6865161,0.003175,0,0.000046,0.003267,0,7875735,7875735,0,0.431725,7875735,173132895,41245,0,4072048,34683624,55976580,0.906255,0.183658,0.239002,0.583376,0.395165,0.010027,0.079163,0.127763,0.776705,0.01637,0.77668,0.381539,438127959,438141630,7172367,167163086,8719451,7875738,90.3%,1010575,12.8%,1057915,111055,0,0,5050951,0.606521,0,0,0,0,7875735,4776800,0.903237
lib12420_C95GDANXX,0,55.61034,0,0,1,1,0,507566137,445579403,436849352,8013059,0.003123,0,0.000069,0.003273,0,9127595,9127595,0,0.475851,9127595,197243550,25760,0,5100349,24536633,46057605,0.959277,0.14804,0.18639,0.669456,0.388607,0.005025,0.048342,0.090742,0.847127,0.013791,0.847089,0.45852,507566137,507588664,6999689,232729336,9637687,9127598,94.7%,1114537,12.2%,796446,159831,0,0,4692769,0.616025,0,0,0,0,9127595,5622826,0.947073
lib12421_C95GDANXX,0,55.633926,0,0,1,1,0,633736318,556833363,547113393,10009398,0.004071,0,0.000048,0.004214,0,11391420,11391420,0,0.473394,11391420,244026635,25787,0,6440641,29195032,46985193,1.087058,0.109661,0.117291,0.753916,0.38506,0.003988,0.046068,0.07414,0.866503,0.013289,0.866485,0.481443,633736318,633749412,8421790,305107802,12051622,11391423,94.5%,1382023,12.1%,812646,214253,0,0,5785339,0.698394,0,0,0,0,11391420,7955699,0.945219
lib12422_C95GDANXX,0,55.637478,0,0,1,1,0,562912877,502122771,493355400,9025275,0.003535,0,0.000049,0.003657,0,10117703,10117703,0,0.486663,10117703,234272007,17199,0,5874279,19455732,38940056,0.939996,0.127314,0.167511,0.686163,0.416178,0.002919,0.034563,0.069176,0.884888,0.011374,0.884871,0.46871,562912877,562923476,6402362,263842842,10540587,10117706,96.0%,1092429,10.8%,687081,167403,0,0,4229597,0.694692,0,0,0,0,10117703,7028690,0.959880
lib12423_C95GDANXX,0,55.634732,0,0,1,1,0,1749463940,1518054810,1491526509,27287371,0.003544,0,0.000038,0.00366,0,31446053,31446053,0,0.445556,31446053,798652996,101794,0,18166800,81999896,113590121,0.925997,0.13095,0.171407,0.641523,0.456513,0.005572,0.046871,0.064929,0.87134,0.01686,0.871326,0.414827,1749463940,1749492731,29495947,725725461,33468044,31446056,94.0%,4158683,13.2%,1799291,581682,0,0,17663012,0.784199,0,0,0,0,31446053,24659948,0.939584
lib12424_C95GDANXX,0,55.639259,0,0,1,1,0,609354295,546960719,537471923,9830731,0.003551,0,0.000046,0.003654,0,10952058,10952058,0,0.468135,10952058,262290696,23375,0,6356300,22595797,50311357,0.879408,0.150235,0.234972,0.618211,0.43044,0.003664,0.037082,0.082565,0.871079,0.009275,0.871064,0.440638,609354295,609364397,5651641,268504864,11467677,10952061,95.5%,1121328,10.2%,931278,146860,0,0,4458499,0.683611,0,0,0,0,10952058,7486949,0.955037
lib12425_C95GDANXX,0,55.638108,0,0,1,1,0,580839299,517400127,508450584,9299721,0.003755,0,0.00004,0.003863,0,10439764,10439764,0,0.467429,10439764,237313153,25617,0,5851242,25383394,57318499,0.953748,0.146935,0.187724,0.634109,0.408569,0.004359,0.043701,0.098682,0.842541,0.015076,0.842527,0.433971,580839299,580848722,8756790,252067581,10978345,10439767,95.1%,1140044,10.9%,1036684,166415,0,0,4792472,0.647652,0,0,0,0,10439764,6761332,0.950942
lib12426_C95GDANXX,0,55.636945,0,0,1,1,0,277404112,226722414,222852485,4075628,0.004064,0,0.000027,0.004077,0,4986021,4986021,0,0.405118,4986021,105080442,23215,0,2542008,27357117,32473271,0.957652,0.155499,0.177611,0.711949,0.378799,0.00905,0.098618,0.117061,0.763351,0.02097,0.763343,0.384552,277404112,277406976,5817098,106676255,6561234,4986024,76.0%,910394,18.3%,504240,77493,0,0,4969857,0.634338,0,0,0,0,4986021,3162825,0.759921
lib12427_C95GDANXX,0,55.652619,0,0,1,1,0,84358089,45719649,44925510,821877,0.004144,0,0.000074,0.003917,0,1515834,1515834,0,0.262509,1515834,16113211,6099,0,463759,26777190,17181850,1.124984,0.084856,0.080958,0.908055,0.19101,0.012981,0.317423,0.203678,0.455401,0.0235,0.45539,0.264391,84358089,84360132,1982408,22303554,2072742,1515837,73.1%,693958,45.8%,156233,14205,0,0,4953960,0.647001,0,0,0,0,1515834,980746,0.731318
lib12428_C95GDANXX,0,55.641556,0,0,1,1,0,46792323,30030491,29498912,539930,0.003979,0,0.000056,0.0038,0,840977,840977,0,0.325569,840977,10447488,2901,0,302311,11586910,9196873,1.055571,0.086957,0.086134,0.877838,0.223274,0.009505,0.247624,0.196547,0.541019,0.014811,0.541008,0.317745,46792323,46793269,693049,14868031,962300,840980,87.4%,301048,35.8%,105753,9011,0,0,2097140,0.441535,0,0,0,0,840977,371321,0.873924
lib12429_C95GDANXX,0,55.63171,0,0,1,1,0,2118653730,1865759176,1833710501,33539625,0.004012,0,0.000057,0.004093,0,38084517,38084517,0,0.482381,38084517,772436813,86070,0,20689271,109122235,206982323,1.083189,0.120322,0.131809,0.730826,0.364589,0.004143,0.051505,0.097695,0.839609,0.011191,0.839588,0.47502,2118653730,2118706794,23709547,1006403231,40872944,38084520,93.2%,4544893,11.9%,3643196,605763,0,0,19975372,0.809478,0,0,0,0,38084517,30828567,0.931778
lib12430_C95GDANXX,0,55.632789,0,0,1,1,0,595948097,536608989,527151624,9645597,0.003688,0,0.000052,0.003859,0,10712423,10712423,0,0.492535,10712423,234499648,17647,0,6090464,20150064,25967099,1.11446,0.074608,0.085013,0.809966,0.39349,0.002889,0.033812,0.043573,0.910531,0.012084,0.91051,0.517041,595948097,595961973,7201598,308129798,11172739,10712426,95.9%,1066827,10.0%,483004,177717,0,0,3962846,0.741508,0,0,0,0,10712423,7943346,0.958800
lib12431_C95GDANXX,0,55.53459,0,0,1,1,0,17045341,15021196,14682090,270387,0.003503,0,0.000016,0.003637,0,306934,306934,0,0.44391,306934,6178782,1304,0,158681,1253527,1915324,0.998745,0.099067,0.145985,1.038094,0.362491,0.008151,0.073541,0.112366,0.79172,0.022373,0.791715,0.429229,17045341,17045454,381352,7316356,968439,306937,31.7%,36548,11.9%,41100,3799,0,0,163202,0.311608,0,0,0,0,306934,95643,0.316937
lib12432_C95GDANXX,0,55.629555,0,0,1,1,0,856768848,750359095,737437940,13489584,0.003957,0,0.00004,0.004106,0,15401614,15401614,0,0.471516,15401614,343789592,33220,0,8521041,41827172,75863800,0.947006,0.151083,0.1803,0.684458,0.401263,0.003883,0.04882,0.088546,0.852596,0.010038,0.85258,0.451333,856768848,856784938,8600606,386687815,16475130,15401617,93.5%,1912031,12.4%,1326970,334361,0,0,8368484,0.74793,0,0,0,0,15401614,11519329,0.934840
lib12433_C95GDANXX,0,55.631925,0,0,1,1,0,697316318,620042947,609472690,11145971,0.003876,0,0.000042,0.004047,0,12534724,12534724,0,0.467917,12534724,276150215,25794,0,7008136,29223087,53454075,0.995315,0.10653,0.130699,0.735267,0.396019,0.003667,0.041908,0.076657,0.871273,0.010162,0.871255,0.475255,697316318,697330821,7086313,331402744,13244814,12534727,94.6%,1388754,11.1%,980389,268377,0,0,5662477,0.719692,0,0,0,0,12534724,9021140,0.946387
lib12434_C95GDANXX,0,55.627879,0,0,1,1,0,500028828,447403564,439620024,8043034,0.00381,0,0.000037,0.003911,0,8988970,8988970,0,0.483458,8988970,204159219,18355,0,4819434,18978110,67172776,0.896099,0.155513,0.214455,0.648927,0.408295,0.003794,0.037954,0.134338,0.81677,0.010938,0.816756,0.408475,500028828,500037332,5469360,204249453,9442877,8988973,95.2%,945937,10.5%,1201146,144688,0,0,3641659,0.626677,0,0,0,0,8988970,5633180,0.951931
lib12435_C95GDANXX,0,55.637794,0,0,1,1,0,481037324,436762779,429123232,7850450,0.003482,0,0.000056,0.00358,0,8646219,8646219,0,0.486728,8646219,191226904,25037,0,4792846,21270903,54469353,0.866742,0.150276,0.204701,0.581009,0.39753,0.005197,0.044219,0.113233,0.833994,0.008554,0.833961,0.436464,481037324,481056550,4114974,209955568,9053368,8646222,95.5%,795770,9.2%,1071977,115892,0,0,3181916,0.611393,0,0,0,0,8646219,5286241,0.955028
lib12436_C95GDANXX,0,55.623096,0,0,1,1,0,1135548356,1032374424,1013954339,18561051,0.003286,0,0.000054,0.003378,0,20415857,20415857,0,0.481201,20415857,464768982,66080,0,10784030,59886902,167495973,0.842724,0.235892,0.305202,0.529135,0.40929,0.00609,0.052738,0.147502,0.794157,0.005603,0.794126,0.384867,1135548356,1135593166,6362161,437034952,21474673,20415860,95.1%,1854807,9.1%,3209761,291965,0,0,8502649,0.655572,0,0,0,0,20415857,13384067,0.950695
lib12437_C95GDANXX,0,55.63309,0,0,1,1,0,615122778,544293622,535102205,9783830,0.004395,0,0.000042,0.004511,0,11056976,11056976,0,0.453633,11056976,243732679,43029,0,6108411,27208104,54262113,1.089875,0.120836,0.131062,0.749384,0.396234,0.006995,0.044232,0.088213,0.857828,0.009726,0.857813,0.461594,615122778,615133740,5982916,283937045,11636317,11056979,95.0%,1273147,11.5%,953573,209160,0,0,5082384,0.68091,0,0,0,0,11056976,7528811,0.950213
lib12438_C95GDANXX,0,55.640145,0,0,1,1,0,287307245,249430508,245265795,4483176,0.004043,0,0.000043,0.004116,0,5163770,5163770,0,0.471166,5163770,105461253,12320,0,2727603,16291799,33652264,1.027891,0.109861,0.128982,0.729424,0.367068,0.004496,0.056705,0.11713,0.81664,0.009525,0.816624,0.449573,287307245,287312912,2736488,129165465,5658398,5163773,91.3%,680595,13.2%,592256,75192,0,0,2955927,0.627802,0,0,0,0,5163770,3241827,0.912585
lib12439_C95GDANXX,0,55.626828,0,0,1,1,0,812228444,736492423,723713918,13239994,0.003706,0,0.000035,0.003809,0,14601619,14601619,0,0.479712,14601619,334668966,37929,0,8100480,34270897,82572463,0.938625,0.141474,0.188067,0.648142,0.412038,0.00466,0.042194,0.101662,0.844648,0.011496,0.844635,0.43261,812228444,812241745,9337772,351378483,15268499,14601622,95.6%,1361626,9.3%,1574074,214278,0,0,5397981,0.668281,0,0,0,0,14601619,9757982,0.956323
lib12440_C95GDANXX,0,55.632061,0,0,1,1,0,712669724,623321820,612524143,11205122,0.003964,0,0.000034,0.004068,0,12810593,12810593,0,0.433889,12810593,289246377,55689,0,7082520,43451227,81774572,0.982555,0.149748,0.18345,0.653994,0.405863,0.007802,0.06097,0.114744,0.808647,0.015639,0.808636,0.402784,712669724,712679690,11145564,287052137,13914209,12810596,92.1%,1605472,12.5%,1467599,199128,0,0,7212616,0.659317,0,0,0,0,12810593,8446244,0.920684
lib12441_C95GDANXX,0,55.631688,0,0,1,1,0,500118529,451268612,443598865,8111802,0.004003,0,0.000027,0.004086,0,8989932,8989932,0,0.466694,8989932,234703918,31149,0,5512438,18216897,37648355,0.879091,0.161229,0.22557,0.627589,0.469297,0.005619,0.036425,0.075279,0.87937,0.008926,0.879358,0.410073,500118529,500125089,4464213,205085207,9424899,8989935,95.4%,878131,9.8%,672090,180148,0,0,3345088,0.545821,0,0,0,0,8989932,4906895,0.953849
lib12442_C95GDANXX,0,55.626984,0,0,1,1,0,573173658,520388213,511458668,9355129,0.0038,0,0.000035,0.003895,0,10304035,10304035,0,0.484558,10304035,238569411,23487,0,5663014,23953305,61915106,0.90705,0.192142,0.262758,0.614931,0.416225,0.00413,0.041791,0.108022,0.843005,0.007182,0.842993,0.42678,573173658,573182387,4116811,244619101,10758681,10304038,95.8%,948907,9.2%,1169241,147880,0,0,3934390,0.639077,0,0,0,0,10304035,6585068,0.957741
lib12443_C95GDANXX,0,55.644512,0,0,1,1,0,591046574,519734043,510931093,9340628,0.003864,0,0.000064,0.003978,0,10622248,10622248,0,0.472981,10622248,231538015,26070,0,6281447,22275367,46921856,0.972421,0.128375,0.15242,0.634767,0.391742,0.004133,0.037688,0.079388,0.87411,0.008815,0.874076,0.482368,591046574,591069804,5209971,285101736,11209928,10622251,94.8%,1281621,12.1%,830977,157754,0,0,4918664,0.666022,0,0,0,0,10622248,7074646,0.947575
